ats,companySlug,urlType,title,jobUrl,indiaMentioned,marketingLeadership,snippet
ashby,writer,post,"Director, product marketing @ WRITER",https://jobs.ashbyhq.com/writer/cac65257-1596-4056-997c-2202077c317e,no,yes,You need to enable JavaScript to run this app
ashby,ramp,post,Senior Product Marketing Manager @ Ramp,https://jobs.ashbyhq.com/ramp/cdc3cb5a-8c6d-4820-86cf-5f9daa2b41fc,no,yes,You need to enable JavaScript to run this app
ashby,demandbase,post,"Product Marketing Manager, Sales Product @ Demandbase",https://jobs.ashbyhq.com/demandbase/463c7086-827b-40ef-b11a-526d7683816c,no,yes,"Introduction to Demandbase: Demandbase is the only pipeline AI platform that empowers GTM teams to automate growth at scale. With a unified view of data, insights, actions, and outcomes, B2B enterprises can seamlessly align and execute their account-based GTM strategies with confidence."
ashby,dandy,post,Head of Product Marketing @ Dandy,https://jobs.ashbyhq.com/dandy/452f52db-4a5d-4983-9e29-9a13cf5b3e57,no,yes,"Dandy is transforming the massive and antiquated dental industry—an industry worth over $200B. Backed by some of the world’s leading venture capital firms, we’re on an ambitious mission to simplify and modernize every function of the dental practice through technology."
ashby,synonym,post,Director of Marketing @ Synonym,https://jobs.ashbyhq.com/synonym/9d94c94e-3b07-4eaa-a9d9-69f17d451482,no,yes,"Synonym’s Director of Marketing will be responsible for defining and executing on our overall demand generation strategy across several product offerings. This will include creating a marketing playbook, developing brand and product marketing materials, leading demand generation, and managing extern"
ashby,ChartHop,post,Senior Marketing Manager: Growth & Demand Generation @ ChartHop,https://jobs.ashbyhq.com/ChartHop/654fdc8b-db47-4ba8-9d80-e1dbc9176787,no,yes,"Growth & Demand Gen at exciting HR tech, Series C start-up!"
ashby,perplexity,post,Product Marketing Manager @ Perplexity,https://jobs.ashbyhq.com/perplexity/5ec96ca1-319a-4b85-99ce-e06629099cf9,no,yes,Perplexity is revolutionizing how companies get work done. We are seeking a Product Marketing Manager to join our team and serve as the strategic bridge between our product reality and market impact. You will architect the external narrative of our products and amplify their value to inspire adoptio
ashby,abridge,post,Marketing Operations Manager @ Abridge,https://jobs.ashbyhq.com/abridge/bdaa91e3-12cb-4707-ac3a-0b6fe44e1d13,no,yes,You need to enable JavaScript to run this app
ashby,lakera.AI,post,Marketing Operations Manager - AI Security @ Lakera - Jobs,https://jobs.ashbyhq.com/lakera.AI/da7230cb-fa5a-4042-abd3-6e79fbbeccbf/application?ashby_jid=32a92101-5b75-4714-95a4-8a8297fada6b,no,yes,Marketing Operations Manager - AI Security ; Location. San Francisco ; Employment Type. Full time ; Location Type. Hybrid ; Department. Marketing.
ashby,notion,post,"Enterprise Product Marketing, GTM @ Notion - Jobs",https://jobs.ashbyhq.com/notion/5f986e92-f668-4c9b-8b13-3de9cfe737e2/application,no,no,"... Product Marketing, GTM lead to own sales enablement, competitive intelligence, and ROI strategy for Notion's enterprise business. You'll build the single ..."
ashby,bestow,post,Senior Product Marketing Manager @ Bestow - Jobs,https://jobs.ashbyhq.com/bestow/54d885bb-c270-47e5-b837-373219152393/application,no,yes,"... Product Marketing Manager is the connective tissue between what we build and how we bring it to market. You'll own platform positioning and messaging, lead ..."
ashby,kong,post,"Country Manager, India @ Kong - Jobs",https://jobs.ashbyhq.com/kong/b24cf9b8-cbd8-40b4-bbd2-e5cc8ee656d7,yes,no,"Forge powerful cross-functional partnerships with product, marketing, and customer success teams to create a unified strategy that drives customer success and ..."
ashby,socure,post,Senior Product Marketing Manager - Fraud Suite @ Socure - Jobs,https://jobs.ashbyhq.com/socure/a677d8c6-52c3-47b5-b579-68d7c5a1ee24/application?ashby_jid=169a30d0-cb29-4ba3-bebd-cfebd2e49a9b,no,yes,"... Product Marketing Manager for our Fraud Suite will develop and execute product marketing strategies to drive awareness, adoption, and growth for Socure's ..."
ashby,certifyos,post,GTM Engineer @ CertifyOS - Jobs,https://jobs.ashbyhq.com/certifyos/2efc03ff-163c-4529-a034-9433a32953c4?utm_source=Upfront+Ventures+job+board&utm_medium=getro.com&gh_src=Upfront+Ventures+job+board,no,no,"16 May 2026 · This is a hands-on, high-leverage role at the intersection of engineering, marketing operations, and revenue strategy — built for someone who ..."
ashby,Plaud,board,Plaud - Jobs,https://jobs.ashbyhq.com/Plaud,yes,no,Go-to-Market Manager - Tokyo. Global Brand & MKT Center • Tokyo • Full time • Hybrid · Influencer Marketing Manager - India ... Technical Product Marketing ...
ashby,hackerone,post,Senior Integrated Campaign Marketing Manager @ HackerOne,https://jobs.ashbyhq.com/hackerone/78ab0ddb-2b78-421f-b78c-7b4b3a9c3d9d,no,yes,"HackerOne is hiring a Senior Integrated Campaign Marketing Manager to join the Growth team, reporting to the Senior Director of Brand and Growth Revenue."
ashby,lumana,post,Product Marketing Leader @ Lumana - Jobs,https://jobs.ashbyhq.com/lumana/864f1df4-481c-4862-8f87-042201284d58/application?embed=js,no,yes,We're hiring a Product Marketing leader in a high-impact role. Join our fast-moving team and help shape the future of video security. Apply now!
ashby,semgrep,post,"Growth Marketing Manager, PLG @ Semgrep - Jobs",https://jobs.ashbyhq.com/semgrep/84b60f7d-b12f-4afb-add5-84c283dd3923/application,no,yes,"What excites you most about Semgrep? You have 4+ years of experience in growth marketing, product marketing, or a hybrid role at a B2B SaaS company ..."
smartrecruiters,JobTeaser,post,"JobTeaser is looking for a Chief Marketing Officer - CMO in Paris, France",https://jobs.smartrecruiters.com/JobTeaser/743999654598921-chief-marketing-officer-cmo,no,yes,Pilotage d’une agence pour les Relations Presse2) Marketing B to B : Entreprises et Ecoles / Universités (management de 5 personnes : 3 personnes en marketing Ecoles et Universités et 2 personnes en marketing Entreprises) ... c. Promotion : création de supports de vente au service de l’équipe Sales 
smartrecruiters,Shippeo,post,"Shippeo is looking for a Chief Marketing Officer in Paris, France",https://jobs.smartrecruiters.com/Shippeo/743999725846612-chief-marketing-officer,no,yes,"As Chief Marketing Officer, your objective will be to design and execute the marketing activities to contribute to Shippeo’s market awareness and to the growth of our business. ... Reporting to the Chief Operating Officer, our CMO will lead the following functions for Shippeo globally: Lead and buil"
smartrecruiters,Leetchi,post,"Leetchi - MANGOPAY is looking for a Chief Marketing Officer (CMO) in Paris, France",https://jobs.smartrecruiters.com/Leetchi/743999743639876-chief-marketing-officer-cmo-,no,yes,"Membre du comité stratégique de Leetchi, rattaché·e au COO Leetchi, notre futur·e CMO portera la vision marketing et en sera le/la garant·e. Cette personne incarnera la vision marketing de Leetchi.com et la diffusera aux différents pôles qui composent son équipe : Branding and Community ManagementCR"
smartrecruiters,SEEK,post,"SEEK is looking for a Chief Marketing Officer in Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://jobs.smartrecruiters.com/SEEK/743999757442196-chief-marketing-officer,no,yes,"The RoleThe SEEK Asia’s Chief Marketing Officer role is based in Kuala Lumpur and reports to the Chief Executive Office for SEEK Asia, Peter Bithos and sits on the SEEK Asia Executive Team.The CMO is responsible for building and evolving the JobStreet and JobsDB brand for both sides of the marketpla"
smartrecruiters,TransglobalRecruiting,post,"Transglobal Recruiting is looking for a Chief Marketing Officer in Seattle, WA",https://jobs.smartrecruiters.com/TransglobalRecruiting/92469790-chief-marketing-officer,no,yes,Chief Marketing Officer The role will lead the Marketing and Communications strategy and execution for the client company and will report to the CEO. You will play a critical role developing the brand into a leading and industry recognized software ...
smartrecruiters,ConsidineSearch,post,ConsidineSearch is looking for a Chief Marketing Officer in Floor Seven,https://jobs.smartrecruiters.com/ConsidineSearch/77123932-chief-marketing-officer,no,yes,"Drive and implement all marketing activities to ensure on-brand positioning and awareness across all aspects of the marketing mix, inbound and outbound, including: brand management, lead generation, content marketing, sales enablement, public relations, partner & channel marketing, digital marketing"
smartrecruiters,smartrecruiters,post,"SmartRecruiters Inc is looking for a Vice President, Product Marketing in United Sates, Remote, United States",https://jobs.smartrecruiters.com/smartrecruiters/744000104499581-vice-president-product-marketing,yes,yes,"January 26, 2026 - As the Vice President of Product Marketing (VP, PMM), you will be a key member of the SmartRecruiters Executive Leadership Team (ELT), with primary responsibility for how SmartRecruiters shows up in the market. Reporting the CMO, you will lead the global Product Marketing function"
smartrecruiters,LaneCapitalPartners,post,"Lane Capital Partners is looking for a Chief Marketing Officer- Lane Boots in 1101 Avenue G, Arlington, TX 76011, USA",https://jobs.smartrecruiters.com/LaneCapitalPartners/743999687902512-chief-marketing-officer-lane-boots,no,yes,"The CMO will work closely with both internal and external partners to meet growth objectives. This role will be highly focused on balancing the strategy between the brick and mortar retail and the ecommerce go to market plans and sales. In this position, the CMO will utilize skills in digital market"
smartrecruiters,Tithely,post,"Tithe.ly is looking for a Vice President of Marketing in Remote, Remote, United States",https://jobs.smartrecruiters.com/Tithely/3743990010433445-vice-president-of-marketing,yes,yes,"The ideal candidate is a strategic, data-driven, and mission-minded leader who can scale systems, develop people, and directly link marketing performance to company growth in a product-led environment. They will have a strong background in demand generation (across organic, paid top of funnel). ... "
smartrecruiters,Flywire1,post,"Flywire is looking for a VP, Product Marketing in Boston, MA, USA",https://jobs.smartrecruiters.com/Flywire1/744000117695093,no,yes,"The leader in this role will directly work with product to influence what we build, how we bring it to market, and how effectively we turn innovation into revenue. You will work closely with the Chief Commercial Officer, Chief Product Officer, Chief Payments Officer, CTP and exec team on decisions t"
smartrecruiters,EWave,post,"eWave is looking for a Chief Marketing Officer in London, UK",https://jobs.smartrecruiters.com/EWave/743999714693753-chief-marketing-officer,no,yes,"Collaborating closely with the Senior Leadership team, the Chief Marketing Officer will be responsible for ensuring we reach, engage and grow our global market share. We are seeking an experienced leader who will take an active role in planning, execution and leadership across all global marketing a"
smartrecruiters,Infobip,post,"Infobip is looking for a Head of Marketing APAC in Cyberjaya, Selangor, Malaysia",https://jobs.smartrecruiters.com/Infobip/743999702259935-head-of-marketing-apac,no,yes,"Purpose The Head of Marketing is a team lead role with a direct reporting line towards Region Managing director and indirect reporting towards the Director of Marketing at HQ. The purpose of the position is to hire, lead, develop and coordinate ..."
smartrecruiters,PaloAltoNetworks2,post,"Palo Alto Networks is looking for a Commercial Hub Marketing Manager in Malaysia, 01, Malaysia",https://jobs.smartrecruiters.com/PaloAltoNetworks2/744000092208045--commercial-hub-marketing-manager,no,yes,"Establish and maintain processes for lead capture, routing, tracking, and reporting to ensure transparency and efficiency in partner-driven demand generation."
smartrecruiters,DoclerHolding,post,"Docler Holding is looking for a Chief Marketing Officer in 44 Av. John F. Kennedy, 1855 Luxembourg",https://jobs.smartrecruiters.com/DoclerHolding/743999770673440-chief-marketing-officer,no,yes,"Develop strong and innovative digital marketing strategies, using SEO, PPC, and other techniques to drive traffic to company pages and generate interest in company products and services."
smartrecruiters,BoschGroup,post,"Bosch Group is looking for a Marketing Manager - Accessories in Arkadia Green Park Tower G 7th Floor, Rt.1/RW.1, Kebagusan, Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",https://jobs.smartrecruiters.com/BoschGroup/744000028554568-marketing-manager-accessories,no,yes,"Creates pricing for all products, thereby ensuring market competitiveness, profit maximization and achieving of through-put margin required by each Business UnitFormulates/ creates all promotional activities and supervises their implementationCreates Brand value activities for the market and supervi"
smartrecruiters,JobTeaser,post,"JobTeaser is looking for a Chief Marketing Officer H/F in 19 Rue Blanche, 75009 Paris, France",https://jobs.smartrecruiters.com/JobTeaser/743999724041892-chief-marketing-officer-h-f,no,yes,"As Chief Marketing Officer, you’ll report to the CEO and play a key role in the Executive Leadership team, with a crucial impact on the global group strategy. You’ll be responsible for JobTeaser’s branding and brand awareness, as well as JobTeaser’s growth on both BtoB accounts and ..."
smartrecruiters,Flywire1,post,"Flywire is looking for a Field Marketing Manager, Americas - Education in Boston, MA, USA",https://jobs.smartrecruiters.com/Flywire1/744000111679426-field-marketing-manager-americas-education,no,yes,You will build digital campaigns that generate pipeline and orchestrate events that deepen client engagement. You will partner closely with sales and cross-functional teams to deliver demand progr...
smartrecruiters,AccorHotel,post,"AccorHotel is looking for a Marketing Manager in Washington, DC, USA",https://jobs.smartrecruiters.com/AccorHotel/744000116174784-marketing-manager,no,yes,"Company Description: Why work for Accor? We are far more than a worldwide leader. We welcome you as you are and you can find a job and brand that matches your personality. We support you to grow and learn every day, making sure that work brings purpose to your life, so that during your journey ..."
smartrecruiters,PharmaCannis,post,"PharmaCannis is looking for a Director of Marketing in PharmaCann, Greater Chicago Area, IL, us",https://jobs.smartrecruiters.com/PharmaCannis/743999674577766-director-of-marketing,no,yes,"This role will manage a complex marketing effort executed state by state adhering to each state’s marketing regulations. In this environment, the Director of Marketing will need to achieve a level of marketing standardization and consistency across state operations and contribute to meeting aggressi"
smartrecruiters,Flywire1,post,"Flywire is looking for a Product Marketing Manager, B2B in Boston, MA, USA",https://jobs.smartrecruiters.com/Flywire1/744000119370385-product-marketing-manager-b2b,no,yes,"The Opportunity:As Flywire continues to scale its B2B software and payments platform, Product Marketing plays a central role in how we turn product capability into market impact.This role sits at the intersection of Product and Go to Market. The focus is straightforward."
smartrecruiters,Sertis,post,"Sertis is looking for a Chief Marketing Officer in Bangkok, Thailand",https://jobs.smartrecruiters.com/Sertis/743999664075167-chief-marketing-officer,no,yes,"As the Chief Marketing Officer, you will be responsible for overseeing all operations in Sertis, regarding Marketing and Communication."
smartrecruiters,Tidepool,post,"Tidepool is looking for a Head of Marketing in Palo Alto, CA, United States",https://jobs.smartrecruiters.com/Tidepool/744000110304835-head-of-marketing,yes,yes,"Proven track record of building demand generation programs that drive measurable revenue or user growth. Exceptional ability to synthesize complex technical and clinical concepts into simple, persuasive storytelling. Experience leading remote teams and operating as a peer partner to Product and Sale"
smartrecruiters,Visa,post,"Visa is looking for a Customer Journey Marketing Product Manager in Austin, TX",https://jobs.smartrecruiters.com/Visa/744000117935347-customer-journey-marketing-product-manager,no,yes,"March 31, 2026 - Design and execute AI‑powered demand generation strategies that integrate predictive scoring, automated nurturing, and pipeline acceleration. Develop and manage campaign orchestration frameworks, ensuring consistency across channels (email, ..."
smartrecruiters,Nexthink,post,"Nexthink is looking for a Principal Product Marketing Manager in Boston, MA, USA",https://jobs.smartrecruiters.com/Nexthink/744000108596991-principal-product-marketing-manager-,no,yes,"Own GTM strategy for major launches and cross-sell initiatives, aligning tightly with Product, Sales, and Growth Marketing. Drive competitive positioning, pricing narratives, and value frameworks that accelerate adoption and revenue. Operate with urgency, ensuring our messaging keeps pace with the v"
smartrecruiters,DNAnexus,post,"DNAnexus is looking for a Product Marketing Director, Therapeutics & AI in Boston, MA, USA",https://jobs.smartrecruiters.com/DNAnexus/744000109012116-product-marketing-director-therapeutics-ai,no,yes,"February 13, 2026 - We are seeking a high-caliber product marketing leader to own the commercial narrative for our Biopharma and AI solutions. Reporting directly to the SVP of Marketing, this is a high-leverage position for a strategist who excels at the intersection of precision medicine, advanced "
smartrecruiters,marketsgroup2,board,Careers at Markets Group,https://careers.smartrecruiters.com/marketsgroup2,no,no,Careers at Markets Group. Find Great Talent with Career Pages. | powered by SmartRecruiters | Find Great Talent with a Career Page.
smartrecruiters,marketsandmarkets1,board,Careers at Markets and Markets,https://careers.smartrecruiters.com/marketsandmarkets1,no,no,Careers at Markets and Markets. Find Great Talent with Career Pages. | powered by SmartRecruiters | Find Great Talent with a Career Page.
smartrecruiters,NYMarketingFirm,board,Careers at NY Marketing Firm,https://careers.smartrecruiters.com/NYMarketingFirm,no,no,Careers at NY Marketing Firm. Find Great Talent with Career Pages. | powered by SmartRecruiters | Find Great Talent with a Career Page.
smartrecruiters,MarketIndex,board,Careers at Market Index,https://careers.smartrecruiters.com/MarketIndex,no,no,Careers at Market Index. Find Great Talent with Career Pages. | powered by SmartRecruiters | Find Great Talent with a Career Page.
jobvite,rightpoint,post,Rightpoint is looking for Chief Marketing Officer (CMO).,https://jobs.jobvite.com/rightpoint/job/oeXPgfw0,no,yes,"This role will drive the vision, strategy and execution for all elements of an integrated end-to-end marketing function, including media, brand, product and solution marketing, content and thought leadership, campaigns, demand generation, digital ..."
jobvite,netatwork,post,Net at Work is looking for a great Chief Marketing Officer.,https://jobs.jobvite.com/netatwork/job/ondfdfwM,no,yes,"The Chief Marketing Officer (CMO) oversees and is accountable for all activities and performance of the marketing department. The CMO will create, support and be accountable to the companywide Marketing budget."
jobvite,mcbain-demo,post,Jobvite Demo is looking for Director of Marketing.,http://jobs.jobvite.com/mcbain-demo/job/om9W9fwk,no,yes,"As Director of Marketing, you will be responsible for online and traditional marketing campaign management, including planning, execution, optimization, growth, and budget management."
jobvite,edelmanfinancialengines,post,Edelman Financial Engines is looking for Director of Marketing Program Management and Operational Excellence.,https://jobs.jobvite.com/edelmanfinancialengines/job/obQsifwv,no,yes,"In addition, you will work closely with the Vice President of Marketing Operations to evolve project management performance metrics, implement process improvement initiatives, and deploy marketing workflow and automation tools."
jobvite,nlight,post,nLIGHT is looking for a great Director of Marketing Communications.,https://jobs.jobvite.com/nlight/job/oHPpffwU,no,yes,nLIGHT is looking for a great Director of Marketing Communications. Learn more or Jobvite a friend.
workable,writesonic,post,Product Marketing Manager - Writesonic - Jobs By Workable,https://apply.workable.com/writesonic/j/96048CCAF3/,no,yes,"We're looking for a Product Marketing Manager who ships launches, builds sales weapons, and turns product releases into pipeline. This is not a positioning-and- ..."
workable,pulse-labs,post,"Panel Marketing Manager - Pulse Labs AI, Inc.",https://apply.workable.com/pulse-labs/j/44F4AAF7D4,yes,yes,Panel Marketing Manager — Remote (India). Applicants must be based in India. This role requires availability during key US business hours (late India hours).
workable,tentworks-interactive,post,Digital Marketing Manager - Tentworks Interactive,https://apply.workable.com/tentworks-interactive/j/87333F7224/,no,yes,We are seeking a dynamic and results-driven Marketing Manager to lead the marketing initiatives for Becoming Pablo and strengthen the Tentworks Interactive ...
workable,skysun-4,post,Marketing Manager - SkySun - Jobs By Workable,https://apply.workable.com/skysun-4/j/200EBEB360/,no,yes,"This role sits directly under the Head of Marketing and acts as the central engine that translates strategy into high-quality, on-time delivery across teams. If ..."
workable,school-of-coding,post,Senior Marketing Manager - School of Coding,https://apply.workable.com/school-of-coding/j/D92AD5AE86/,no,yes,"As Senior Marketing Manager, you will: Lead and manage a marketing team of seven, including a Junior Marketing Manager, a Graphic Designer and five Marketing ..."
workable,writesonic,post,Head of Growth Marketing - Writesonic - Jobs By Workable,https://apply.workable.com/writesonic/j/074D6093B5/,no,yes,About the Role. We're looking for a Head of Growth Marketing who can drive enterprise pipeline while building category awareness. This is not a strategy role.
workable,blast,post,Head of Marketing: JioBlast - BLAST - Jobs By Workable,https://apply.workable.com/blast/j/D8D15C1B20,no,yes,"As the Head of Marketing, you will own the end-to-end marketing vision, strategy, and execution for JioBLAST and its portfolio of IPs, partnerships, and ..."
workable,valsoft-corp,post,Brand & Content Marketing Manager - Valsoft Corporation,https://apply.workable.com/valsoft-corp/j/0F82E5C762,no,yes,"You'll report to the Director of Marketing and play a key role in shaping how our hospitality brands communicate globally. Leading a network of writers, ..."
workable,wati-dot-i-o,post,Product Marketing Manager - Enablement - WATI.io,https://apply.workable.com/wati-dot-i-o/j/82C690C912,yes,yes,"2 days ago · Product Marketing Manager - Enablement. HybridProduct MarketingFull time. Bengaluru, Karnataka, India. OverviewApplication. Share this job."
workable,zenara-health,post,Product Marketing Manager - AI-Native Healthcare SaaS,https://apply.workable.com/zenara-health/j/2A9C8F601F,yes,yes,Product Marketing Manager - AI-Native Healthcare SaaS. RemoteFull time. India ... This role is based in India but focuses primarily on the US market. A ...
workable,pavago,post,Inbound Marketing Manager - Pavago - Application,https://apply.workable.com/pavago/j/EADC3470E0/apply/,yes,yes,"Inbound Marketing Manager (B2B Pipeline & Demand Generation)Position Type: Full-Time, Remote Working Hours: U.S. Business HoursAbout the RoleWe're hiring a ..."
workable,crewbloom,post,Chief Marketing Officer (CMO) - CrewBloom - Jobs By Workable,https://apply.workable.com/crewbloom/j/8FD53ABD58/,yes,yes,Chief Marketing Officer (CMO). RemoteINTERNAL. Philippines. India. Pakistan ... Growth & Demand Generation. Build and execute a full-funnel growth strategy ...
workable,writesonic,post,Product Marketing Manager - Writesonic - Application,https://apply.workable.com/writesonic/j/96048CCAF3/apply/,yes,yes,Product Marketing Manager. Remote. United States. India. OverviewApplication. Autofill application. Save time by importing your resume in one of the following ...
workable,messe-muenchen-india,post,Brand Executive/Manager - Messe Muenchen India,https://apply.workable.com/messe-muenchen-india/j/84234D4195,yes,yes,"Direct reporting to the Head of Marketing/CMO. •. Responsible for giving direction to marketing managers, whenever required. •. Responsible for conducting ..."
workable,skysun-4,board,SkySun - Current Openings - Jobs By Workable,https://apply.workable.com/skysun-4/,yes,no,"B2C Marketing Manager- US Market Exposure. Posted 4 days ago. On-siteFull time. Sahibzada Ajit Singh Nagar, Punjab, India. Posted 4 days ago ..."
workable,skysun-4,post,Marketing Manager - SkySun - Application - Workable Jobs,https://apply.workable.com/skysun-4/j/FD5CF48925/apply/,yes,yes,"JOB DESCRIPTION: MARKETING MANAGER (EXECUTION LEAD) Location: Work from Office, Mohali (Punjab) IndiaEmployment Type: Full time Shift Timing: 7:30 PM IST to ..."
workable,pulse-labs,post,"Panel Marketing Manager - Pulse Labs AI, Inc. - Workable Jobs",https://apply.workable.com/pulse-labs/j/16559F8374/apply/,yes,yes,"This role is 100% remote, but applicants must be based in India, and be willing to work crucial US hours - late India ... Panel Marketing Manager. RemotePanel ..."
workable,maker-lab,post,Senior Marketing Manager (GTM & Programme Management),https://apply.workable.com/maker-lab/j/913415D86F,no,yes,Role summary: Senior Marketing Manager (GTM). Drive APAC product launches and QBRs with a focus on analytical rigour and sharp narratives. You'll manage 360° ...
workable,azeus-convene,post,Regional Demand Generation (Marketing) Specialist - Azeus Convene,https://apply.workable.com/azeus-convene/j/018EF4CEB8,no,no,Azeus Systems Limited is looking for Regional Demand Generation Specialists for its multi-awarded and leading software solution.
workable,maker-lab,post,Marketing Manager (Web Operations) - Maker Lab - Application,https://apply.workable.com/maker-lab/j/D9C8BE09ED/apply/,yes,yes,Marketing Manager (Web Operations). Remote. India. OverviewApplication. Autofill application. Save time by importing your resume in one of the following formats ...
workable,2070health,post,Performance Marketing Manager - 2070 Health - 2070Health,https://apply.workable.com/2070health/j/1FE07DA1A4,yes,yes,"Performance Marketing Manager - 2070 Health. On-site2070 Health, GTMFull time. Bengaluru, Karnataka, India. OverviewApplication. Share this job. SVGs not ..."
workable,azeus-convene,post,Product Marketing Manager - B2B SaaS - Azeus Convene,https://apply.workable.com/azeus-convene/j/F3E3683746,yes,yes,"Product Marketing Manager - B2B SaaS. HybridMarketingFull time. Noida, Uttar Pradesh, India ... • Develop product marketing plan, strategies (pricing ..."
workable,lytegen-1,post,Head of Marketing and Growth - Lytegen - Workable Jobs,https://apply.workable.com/lytegen-1/j/210D431463,no,yes,"We are hiring a Head of Marketing and Growth to own the entire demand generation engine. This person will build and lead the marketing function, ..."
workable,wati-dot-i-o,post,Marketing Operations Lead - WATI.io - Jobs By Workable,https://apply.workable.com/wati-dot-i-o/j/6D5408806E/apply/,yes,yes,Marketing Operations Lead. RemoteOperationsFull time. India. OverviewApplication. Autofill application. Save time by importing your resume in one of the ...
workable,richpanel-1,post,Head of Growth - Richpanel - Jobs By Workable,https://apply.workable.com/richpanel-1/j/6F2227ED43,no,yes,"As Head of Growth at Richpanel, you'll own the entire demand generation strategy—from channel experimentation to content-led growth to marketing operations."
workable,can-i-build,post,Digital Marketing Manager (Growth & Performance),https://apply.workable.com/can-i-build/j/85520A5C8D,yes,yes,Digital Marketing Manager (Growth & Performance). RemoteIN MarketingFull time ... Competitive India-market salary & incentives; Fully remote role ...
workable,interpolitan-money,post,Marketing Operations Manager - Interpolitan Money - Application,https://apply.workable.com/interpolitan-money/j/26652D1A3C/apply/,no,yes,"Do you have at least 8 years of experience working with CRM, Marketing Automation, or Marketing Operations platforms? · Do you have a minimum of 5 years hands-on ..."
workable,weekday-1,post,Marketing Manager - Weekday AI - Jobs By Workable,https://apply.workable.com/weekday-1/j/D3214B6176,no,yes,We are looking for a Marketing Manager to join our team and drive digital marketing initiatives. The ideal candidate should have at least 1 year of hands-on ...
workable,careersactivatetalent,post,59418650795 - Head of Growth - Activate Talent,https://apply.workable.com/careersactivatetalent/j/D7C5141E4B/,no,yes,"They are hiring a Head of Growth to lead strategic initiatives across customer acquisition, activation, and market expansion. This role is ideal for someone who ..."
workable,luxasia,post,Marketing Manager - LUXASIA - Workable Jobs,https://apply.workable.com/luxasia/j/B1B3CB2D15/,no,yes,"Marketing Manager is responsible for the communication and maintenance of global brand values, aligning market and brand strategies, providing a clear vision ..."
workable,iglooinsure,post,Regional Growth Marketing Manager - Igloo - Workable Jobs,https://apply.workable.com/iglooinsure/j/EA8E640FF0,no,yes,"Deep expertise in demand generation, SEO, performance marketing, CRM, and product marketing; Strong data and analytical skills, with experience using metrics ..."
workable,can-i-build,post,Digital Marketing Manager (Growth & Performance) - Application,https://apply.workable.com/can-i-build/j/85520A5C8D/apply/,yes,yes,Digital Marketing Manager (Growth & Performance). RemoteIN MarketingFull time. India. OverviewApplication. Autofill application. Save time by importing your ...
workable,2070health,post,Performance Marketing Manager - 2070 Health - 2070Health,https://apply.workable.com/2070health/j/E6A1CDD27E/apply/,yes,yes,"Performance Marketing Manager - 2070 Health. On-site2070 Health, GTMFull time. Bengaluru, Karnataka, India. OverviewApplication. Autofill application. Save time ..."
workable,uworld,post,"Product Marketing Manager - UWorld, LLC - Application",https://apply.workable.com/uworld/j/A4A9BF10DB/apply/,yes,yes,"Product Marketing Manager. On-siteMarketingFull time. Hyderabad, Telangana, India ... Do you have 7+ years of experience in product marketing or digital marketing ..."
workable,pavago,post,Inbound Marketing Manager - Pavago - Jobs By Workable,https://apply.workable.com/pavago/j/EADC3470E0/,yes,yes,"Inbound Marketing Manager (B2B Pipeline & Demand Generation)Position Type: Full-Time, Remote Working Hours: U.S. Business HoursAbout the RoleWe're hiring a ..."
workday,cgm,post,Chief Marketing Officer (CMO) (m/f/d) - Myworkdayjobs.com,https://cgm.wd3.myworkdayjobs.com/en-US/cgm/job/Chief-Marketing-Officer--CMO---m-f-d-_JR109422,no,yes,"April 22, 2026 - Your Mission at CGM CompuGroup Medical operates in 19 countries with nearly 9,000 colleagues, building software that supports healthcare every day. You join a fast-moving, innovative environment where your work has real impact. Together, we are shaping the future of healthcare."
workday,salesforce,post,Product Marketing Manager - Myworkdayjobs.com,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Hyderabad/Product-Marketing-Manager_JR318285/apply/useMyLastApplication?CF_-_REC_-_LRV_-_Job_Posting_Anchor_-_Country_from_Job_Posting_Location_Extended=c4f78be1a8f14da0ab49ce1162348a5e,no,yes,"November 29, 2025 - We're Salesforce, the Customer Company, inspiring the future of business with AI + Data + CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driv"
workday,illumina,post,Senior Product Marketing Manager - Careers,https://illumina.wd1.myworkdayjobs.com/en-US/illumina-careers/job/Senior-Product-Marketing-Manager_41902-JOB-1,no,yes,"December 24, 2025 - What if the work you did every day could impact the lives of people you know? Or all of humanity? At Illumina, we are expanding access to genomic technology to realize health equity for billions of people around the world. Our efforts enable life-changing discoveries that are tra"
workday,nvidia,post,"Senior Product Marketing Manager, Industrial &amp; Computational Engineering",https://nvidia.wd5.myworkdayjobs.com/en-US/nvidiaexternalcareersite/job/Senior-Product-Marketing-Manager--Industrial---Computational-Engineering_JR2010623,no,yes,"December 22, 2025 - At NVIDIA, we’re solving the world’s most challenging problems with our unique approach to accelerated computing. We’re looking for a passionate marketing expert to join the NVIDIA team building our products to accelerate Computer-Aided Engineering Industries."
